,Unnamed: 0,sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,priors_count.1,two_year_recid
1493,1493,1,37,1,0,1,12,1,12,1
1494,1494,0,20,0,2,1,3,1,3,1
1495,1495,1,32,0,0,0,1,0,1,1
1496,1496,1,72,0,0,0,1,1,1,0
1497,1497,1,38,0,0,0,0,0,0,0
1498,1498,1,40,0,0,0,0,0,0,0
1499,1499,1,23,0,0,0,0,0,0,0
1500,1500,1,21,0,0,0,5,0,5,1
1501,1501,1,27,0,0,0,4,0,4,1
1502,1502,1,55,0,0,0,13,0,13,1
1503,1503,1,23,0,3,0,5,0,5,1
1504,1504,0,41,0,0,0,0,1,0,0
1505,1505,1,56,0,0,0,1,1,1,0
1506,1506,1,55,0,0,0,11,1,11,0
1507,1507,0,23,0,0,0,0,0,0,1
1508,1508,1,28,0,0,0,3,0,3,0
1509,1509,1,31,0,0,0,2,0,2,1
1510,1510,1,56,0,0,0,3,1,3,0
1511,1511,1,53,0,0,0,0,1,0,0
1512,1512,1,27,0,0,0,6,0,6,1
1513,1513,1,22,0,0,0,0,0,0,1
1514,1514,0,22,0,0,1,0,0,0,1
1515,1515,1,33,0,0,0,7,1,7,1
1516,1516,1,34,0,0,0,15,0,15,0
1517,1517,1,22,0,0,0,0,1,0,1
1518,1518,1,32,0,0,0,12,0,12,0
1519,1519,1,47,4,0,1,14,0,14,1
1520,1520,1,24,0,0,0,0,1,0,0
1521,1521,1,25,0,4,4,14,0,14,1
1522,1522,1,56,0,0,0,0,0,0,0
1523,1523,1,36,0,0,0,1,0,1,1
1524,1524,1,28,0,0,0,4,0,4,1
1525,1525,1,20,2,0,0,2,0,2,1
1526,1526,1,59,0,0,0,0,1,0,0
1527,1527,0,27,0,0,0,1,0,1,1
1528,1528,0,29,0,0,0,11,0,11,0
1529,1529,1,72,0,0,0,3,0,3,0
1530,1530,0,24,0,0,0,2,1,2,1
1531,1531,1,45,0,0,0,3,0,3,0
1532,1532,1,30,0,0,0,7,1,7,1
1533,1533,1,45,0,0,0,0,1,0,0
1534,1534,1,47,0,0,0,0,1,0,0
1535,1535,1,24,0,0,0,0,0,0,1
1536,1536,1,20,0,0,0,0,1,0,1
1537,1537,1,51,0,0,0,6,0,6,1
1538,1538,1,34,0,0,0,2,1,2,0
1539,1539,1,22,0,0,0,2,0,2,0
1540,1540,0,49,0,0,0,2,1,2,1
1541,1541,1,41,0,0,0,5,0,5,0
1542,1542,1,49,0,0,0,1,0,1,0
1543,1543,1,26,0,0,0,0,1,0,0
1544,1544,0,34,0,0,0,2,0,2,1
1545,1545,0,28,0,0,0,0,1,0,0
1546,1546,1,33,0,0,0,2,1,2,0
1547,1547,1,46,0,0,0,0,0,0,0
1548,1548,1,21,0,0,0,0,1,0,0
1549,1549,1,26,0,1,3,14,0,14,1
1550,1550,0,28,0,0,0,2,1,2,0
1551,1551,1,48,0,0,0,1,0,1,1
1552,1552,1,58,0,0,0,24,0,24,1
1553,1553,1,29,0,0,0,0,0,0,0
1554,1554,0,20,0,0,3,2,0,2,1
1555,1555,1,28,0,0,0,0,1,0,1
1556,1556,1,21,0,0,0,0,0,0,1
1557,1557,1,26,0,0,0,0,0,0,0
1558,1558,1,34,0,0,0,3,1,3,0
1559,1559,1,32,2,0,0,15,0,15,1
1560,1560,1,38,0,0,1,10,0,10,1
1561,1561,1,22,0,0,0,0,0,0,0
1562,1562,1,42,0,0,0,2,0,2,1
1563,1563,0,57,0,0,0,0,1,0,0
1564,1564,0,56,0,0,0,1,0,1,0
1565,1565,1,32,0,0,0,2,1,2,1
1566,1566,1,30,0,2,2,11,0,11,0
1567,1567,1,29,0,0,0,2,1,2,0
1568,1568,1,46,0,0,1,15,0,15,1
1569,1569,1,36,2,0,0,5,0,5,0
1570,1570,0,24,0,0,0,0,0,0,0
1571,1571,0,70,0,0,0,1,0,1,0
1572,1572,1,21,0,0,0,0,0,0,1
1573,1573,0,45,0,0,0,1,1,1,0
1574,1574,0,33,0,0,0,2,1,2,0
1575,1575,0,39,0,1,0,6,0,6,0
1576,1576,1,25,0,1,0,6,0,6,0
1577,1577,1,48,0,0,0,1,1,1,0
1578,1578,0,32,0,0,0,1,1,1,1
1579,1579,1,46,0,0,0,0,0,0,0
1580,1580,1,28,0,0,0,0,1,0,1
1581,1581,1,32,0,0,0,1,1,1,0
1582,1582,1,27,0,0,0,1,0,1,0
1583,1583,1,43,0,0,0,11,0,11,1
1584,1584,1,56,0,0,0,5,0,5,1
1585,1585,1,30,0,0,0,9,0,9,1
1586,1586,1,35,0,4,17,12,0,12,0
1587,1587,1,29,0,0,0,1,0,1,0
1588,1588,1,54,0,0,0,8,0,8,1
1589,1589,0,20,0,0,0,0,0,0,0
1590,1590,1,29,0,0,0,0,0,0,0
1591,1591,1,28,0,0,0,3,0,3,0
1592,1592,1,67,0,0,0,0,1,0,0
1593,1593,0,46,0,0,0,1,1,1,0
1594,1594,1,25,0,0,0,0,0,0,0
1595,1595,1,24,0,2,1,8,0,8,1
1596,1596,1,29,0,0,0,3,0,3,0
1597,1597,1,45,0,0,0,2,1,2,0
1598,1598,1,31,0,0,0,5,0,5,1
1599,1599,1,23,0,0,0,0,0,0,1
1600,1600,1,21,0,0,0,0,0,0,1
1601,1601,1,61,0,0,0,0,1,0,0
1602,1602,0,51,0,0,0,5,1,5,1
1603,1603,1,32,0,0,0,1,0,1,0
1604,1604,1,43,0,0,0,9,0,9,0
1605,1605,1,32,0,0,0,0,1,0,0
1606,1606,1,36,0,0,0,0,0,0,0
1607,1607,1,58,0,0,0,3,0,3,1
1608,1608,1,32,0,0,0,1,1,1,0
1609,1609,1,57,0,0,0,12,0,12,0
1610,1610,1,37,0,0,0,2,0,2,0
1611,1611,1,44,0,0,0,6,0,6,0
1612,1612,1,51,0,0,0,8,0,8,0
1613,1613,1,45,0,0,0,4,0,4,0
1614,1614,1,28,0,0,2,9,1,9,0
1615,1615,1,45,0,0,0,8,0,8,1
1616,1616,1,48,0,0,0,1,0,1,0
1617,1617,1,26,0,1,1,13,0,13,1
1618,1618,1,34,1,0,0,9,0,9,1
1619,1619,1,25,0,0,0,0,0,0,0
1620,1620,1,31,0,0,0,8,1,8,1
1621,1621,1,43,0,0,0,1,0,1,0
1622,1622,1,30,0,0,0,0,1,0,0
1623,1623,1,50,0,0,0,0,1,0,0
1624,1624,0,31,0,0,0,2,0,2,0
1625,1625,0,33,0,0,0,7,1,7,0
1626,1626,1,32,0,0,0,1,0,1,1
1627,1627,0,46,0,0,0,0,1,0,1
1628,1628,1,22,0,0,0,0,0,0,0
1629,1629,1,37,0,0,0,8,0,8,1
1630,1630,0,32,0,0,0,6,0,6,1
1631,1631,0,23,0,0,0,2,0,2,1
1632,1632,1,21,0,0,0,0,0,0,0
1633,1633,1,22,0,0,0,1,0,1,0
1634,1634,1,52,0,0,0,2,0,2,0
1635,1635,1,49,0,0,0,2,1,2,0
1636,1636,1,55,0,0,0,3,0,3,1
1637,1637,1,22,0,0,0,0,0,0,0
1638,1638,1,45,0,0,0,0,0,0,0
1639,1639,0,31,0,0,0,7,0,7,1
1640,1640,1,22,0,0,1,0,1,0,1
1641,1641,1,28,0,0,0,5,1,5,0
1642,1642,1,21,0,0,0,1,0,1,1
1643,1643,1,37,0,0,1,2,1,2,0
1644,1644,1,30,0,2,0,21,0,21,1
1645,1645,1,22,0,0,1,13,0,13,1
1646,1646,1,35,0,1,0,23,0,23,1
1647,1647,1,28,2,1,0,11,0,11,0
1648,1648,1,24,0,0,0,1,0,1,0
1649,1649,1,44,0,0,0,9,0,9,0
1650,1650,1,25,0,0,4,5,0,5,0
1651,1651,1,32,1,3,0,24,0,24,1
1652,1652,1,29,0,0,0,5,0,5,1
1653,1653,0,24,0,0,0,1,0,1,0
1654,1654,1,57,0,0,0,19,0,19,0
1655,1655,1,21,0,0,0,0,1,0,0
1656,1656,1,28,0,0,0,0,0,0,0
1657,1657,1,51,0,0,0,0,1,0,0
1658,1658,1,34,0,0,0,6,0,6,1
1659,1659,1,26,0,0,0,0,1,0,1
1660,1660,1,20,0,0,3,0,0,0,1
1661,1661,1,25,0,1,0,6,1,6,0
1662,1662,1,19,0,0,0,0,1,0,1
1663,1663,1,49,0,0,0,1,0,1,1
1664,1664,1,57,0,0,0,27,1,27,0
1665,1665,0,27,0,0,0,0,1,0,0
1666,1666,1,66,0,0,0,1,1,1,0
1667,1667,0,25,0,0,0,4,1,4,1
1668,1668,1,21,0,0,0,0,0,0,0
1669,1669,1,45,0,0,0,1,0,1,0
1670,1670,1,38,0,0,0,6,0,6,1
1671,1671,1,37,2,3,0,24,0,24,0
1672,1672,1,44,0,0,0,13,0,13,1
1673,1673,1,64,0,0,0,0,0,0,0
1674,1674,1,30,0,0,0,1,0,1,1
1675,1675,1,61,0,0,0,1,1,1,0
1676,1676,1,33,0,0,0,0,0,0,0
1677,1677,0,49,0,0,0,8,0,8,0
1678,1678,1,23,0,0,0,0,0,0,0
1679,1679,1,33,0,0,0,14,0,14,0
1680,1680,1,21,0,0,0,0,0,0,1
1681,1681,0,30,0,0,0,2,0,2,1
1682,1682,1,26,0,0,1,7,1,7,0
1683,1683,1,35,0,0,0,3,1,3,1
1684,1684,1,27,0,0,1,2,1,2,0
1685,1685,1,38,0,0,0,1,1,1,0
1686,1686,1,48,0,0,0,14,0,14,1
1687,1687,1,26,0,0,0,0,1,0,0
1688,1688,1,24,0,1,0,4,0,4,1
1689,1689,0,28,0,0,0,2,0,2,1
1690,1690,0,44,0,0,0,4,0,4,1
1691,1691,1,23,0,0,1,2,0,2,0
1692,1692,0,34,0,0,0,1,0,1,1
1693,1693,1,20,0,1,0,1,0,1,1
1694,1694,1,63,0,0,0,23,0,23,1
1695,1695,0,36,0,0,0,0,1,0,0
1696,1696,1,58,0,0,0,1,0,1,0
1697,1697,1,25,0,0,0,7,0,7,1
1698,1698,1,46,0,0,0,5,1,5,0
1699,1699,0,35,0,0,0,4,0,4,0
1700,1700,1,23,0,0,0,3,0,3,0
1701,1701,1,40,0,0,0,1,0,1,0
1702,1702,1,31,0,0,0,3,0,3,0
1703,1703,0,34,0,0,0,5,0,5,0
1704,1704,1,23,0,0,0,3,1,3,1
1705,1705,1,27,0,0,0,0,1,0,1
1706,1706,0,26,0,0,0,3,0,3,0
1707,1707,1,49,0,0,0,1,0,1,0
1708,1708,0,47,0,0,0,0,1,0,0
1709,1709,0,45,0,0,0,1,1,1,0
1710,1710,1,47,0,0,0,6,0,6,0
1711,1711,1,34,0,0,0,7,0,7,1
1712,1712,1,45,0,0,0,1,1,1,0
1713,1713,1,27,0,0,0,10,0,10,0
1714,1714,0,52,0,0,0,0,1,0,0
1715,1715,1,26,0,0,0,0,1,0,1
1716,1716,1,25,0,0,1,9,0,9,0
1717,1717,1,51,0,0,0,1,0,1,0
1718,1718,0,29,0,0,0,1,1,1,0
1719,1719,1,39,0,0,0,1,0,1,0
1720,1720,1,46,0,0,0,0,0,0,0
1721,1721,1,28,0,0,0,6,0,6,0
1722,1722,1,57,0,0,0,0,0,0,0
1723,1723,1,23,0,0,0,2,0,2,0
1724,1724,1,34,0,0,0,27,0,27,1
1725,1725,1,27,0,0,0,3,0,3,0
1726,1726,1,25,0,0,1,7,1,7,1
1727,1727,1,31,0,0,0,1,0,1,1
1728,1728,1,37,0,0,0,8,0,8,0
1729,1729,1,51,0,0,0,0,0,0,1
1730,1730,1,51,0,0,0,3,1,3,0
1731,1731,1,28,0,1,0,8,0,8,0
1732,1732,1,56,0,0,0,4,0,4,0
1733,1733,1,45,0,0,0,15,0,15,1
1734,1734,1,26,0,0,0,7,0,7,1
1735,1735,1,33,0,0,0,7,0,7,1
1736,1736,1,23,0,0,3,0,1,0,0
1737,1737,1,31,0,0,0,0,1,0,0
1738,1738,1,31,0,0,0,0,1,0,0
1739,1739,1,19,1,0,0,1,0,1,0
1740,1740,1,32,0,0,0,0,0,0,0
1741,1741,1,30,0,0,0,1,1,1,1
1742,1742,0,48,0,0,0,9,0,9,0
1743,1743,1,66,0,0,0,1,0,1,0
1744,1744,0,40,0,0,0,0,0,0,0
1745,1745,1,59,0,0,0,4,1,4,0
1746,1746,1,25,0,0,0,5,0,5,0
1747,1747,1,27,0,0,0,3,1,3,0
1748,1748,1,22,0,0,0,0,0,0,0
1749,1749,1,58,0,0,0,1,0,1,0
1750,1750,1,49,0,0,0,1,1,1,0
1751,1751,1,29,0,0,0,2,0,2,0
1752,1752,0,44,0,0,0,11,0,11,1
1753,1753,1,24,0,0,0,2,0,2,0
1754,1754,1,27,0,0,0,0,0,0,1
1755,1755,0,34,0,0,0,5,0,5,1
1756,1756,1,24,0,0,0,0,0,0,0
1757,1757,0,35,0,1,0,3,0,3,0
1758,1758,1,65,0,0,0,4,1,4,0
1759,1759,1,29,0,2,1,7,0,7,1
1760,1760,1,30,1,0,0,5,0,5,1
1761,1761,1,23,0,1,1,1,0,1,0
1762,1762,1,32,0,0,0,2,0,2,1
1763,1763,1,22,0,0,0,2,0,2,0
1764,1764,1,21,0,0,0,0,1,0,0
1765,1765,0,43,0,0,0,0,1,0,0
1766,1766,1,29,0,0,0,0,0,0,0
1767,1767,1,43,0,0,0,1,0,1,0
1768,1768,1,25,0,0,0,1,0,1,0
1769,1769,1,47,0,0,0,0,1,0,0
1770,1770,0,21,0,0,0,0,0,0,0
1771,1771,0,25,0,0,0,1,1,1,0
1772,1772,1,54,0,0,0,0,1,0,0
1773,1773,1,34,0,0,1,3,0,3,1
1774,1774,0,28,0,0,0,2,1,2,0
1775,1775,0,53,0,0,0,4,0,4,1
1776,1776,1,54,0,0,0,0,1,0,0
1777,1777,1,37,0,0,0,3,0,3,1
1778,1778,1,34,0,0,0,2,0,2,0
1779,1779,1,50,0,0,0,11,1,11,0
1780,1780,0,60,0,0,0,0,0,0,1
1781,1781,1,22,0,0,0,0,0,0,0
1782,1782,1,51,0,0,0,3,0,3,0
1783,1783,1,29,0,0,0,0,0,0,1
1784,1784,0,28,0,0,0,1,0,1,0
1785,1785,1,36,0,0,0,6,0,6,0
1786,1786,1,28,0,0,1,5,1,5,0
1787,1787,1,33,0,0,0,0,0,0,1
1788,1788,1,43,0,0,0,4,1,4,0
1789,1789,1,45,0,0,0,1,1,1,0
1790,1790,1,32,0,0,0,5,0,5,1
1791,1791,0,35,0,0,0,0,0,0,1
1792,1792,1,23,0,0,0,1,0,1,1
1793,1793,1,41,0,0,0,1,1,1,0
1794,1794,1,25,20,0,0,24,0,24,1
1795,1795,1,35,0,1,0,12,0,12,0
1796,1796,1,25,0,0,0,4,0,4,1
1797,1797,1,69,0,0,0,6,0,6,1
1798,1798,1,24,0,0,0,0,1,0,0
1799,1799,1,21,0,0,0,3,0,3,1
1800,1800,1,28,0,0,0,0,0,0,0
1801,1801,1,47,0,0,0,23,0,23,1
1802,1802,1,59,0,0,0,1,0,1,0
1803,1803,1,29,0,1,0,13,0,13,1
1804,1804,1,36,0,0,0,14,0,14,1
1805,1805,1,26,0,0,0,9,0,9,1
1806,1806,1,31,0,0,0,0,1,0,0
1807,1807,1,32,0,0,0,8,0,8,1
1808,1808,0,27,0,0,0,3,0,3,1
1809,1809,1,28,0,0,0,0,0,0,0
1810,1810,1,48,0,0,0,1,1,1,1
1811,1811,1,23,0,0,0,2,0,2,1
1812,1812,1,44,0,0,0,0,1,0,0
1813,1813,1,42,0,0,0,7,1,7,0
1814,1814,1,39,0,0,0,5,0,5,0
1815,1815,0,46,0,0,0,2,0,2,0
1816,1816,1,55,0,0,0,0,1,0,0
1817,1817,1,27,0,0,0,5,0,5,1
1818,1818,0,31,0,0,0,0,1,0,0
1819,1819,1,25,0,0,0,0,0,0,0
1820,1820,1,32,0,0,2,6,1,6,0
1821,1821,1,36,0,0,0,2,0,2,0
1822,1822,1,21,0,0,0,3,0,3,1
1823,1823,1,39,0,0,0,2,1,2,0
1824,1824,0,26,0,0,0,0,1,0,0
1825,1825,1,28,0,0,0,8,0,8,1
1826,1826,1,67,0,0,0,2,1,2,1
1827,1827,0,22,0,0,0,0,0,0,0
1828,1828,1,37,0,0,0,3,1,3,0
1829,1829,1,23,0,0,0,2,1,2,1
1830,1830,0,49,0,0,0,14,1,14,1
1831,1831,1,32,0,0,0,9,1,9,1
1832,1832,1,41,0,0,0,9,1,9,0
1833,1833,1,25,0,0,0,1,1,1,0
1834,1834,0,57,0,0,0,3,0,3,0
1835,1835,1,58,0,0,0,0,1,0,0
1836,1836,1,44,2,0,0,19,1,19,1
1837,1837,1,28,0,0,0,1,0,1,0
1838,1838,0,39,0,0,0,0,0,0,1
1839,1839,1,54,0,0,0,0,0,0,0
1840,1840,1,21,0,0,0,0,1,0,1
1841,1841,1,43,0,0,0,0,1,0,0
1842,1842,1,31,0,0,0,5,1,5,0
1843,1843,1,30,4,1,0,11,0,11,0
1844,1844,1,27,0,1,3,4,1,4,1
1845,1845,1,28,0,0,0,0,1,0,1
1846,1846,1,24,0,0,0,0,1,0,0
1847,1847,1,43,0,0,0,0,1,0,0
1848,1848,1,44,0,0,0,10,1,10,1
1849,1849,1,51,0,0,0,4,0,4,0
1850,1850,1,24,0,0,0,11,0,11,1
1851,1851,1,31,0,0,0,1,0,1,0
1852,1852,1,23,0,0,0,0,0,0,0
1853,1853,1,26,2,1,0,8,1,8,1
1854,1854,1,36,0,0,0,5,1,5,1
1855,1855,1,27,0,0,0,1,0,1,0
1856,1856,1,24,0,0,0,0,0,0,1
1857,1857,1,66,0,0,0,0,1,0,0
1858,1858,0,36,0,0,1,3,0,3,0
1859,1859,1,53,0,0,0,9,0,9,1
1860,1860,1,23,0,0,0,1,0,1,1
1861,1861,0,22,0,0,0,0,1,0,1
1862,1862,1,25,0,0,1,1,0,1,0
1863,1863,1,56,0,0,0,4,0,4,0
1864,1864,1,29,0,0,0,1,0,1,0
1865,1865,1,29,0,0,0,10,0,10,1
1866,1866,1,51,0,0,0,1,0,1,1
1867,1867,0,58,0,0,0,3,1,3,0
1868,1868,1,24,0,1,2,3,1,3,0
1869,1869,1,22,0,0,0,0,0,0,1
1870,1870,1,39,0,0,0,0,1,0,0
1871,1871,1,20,0,0,0,3,0,3,1
1872,1872,1,46,0,0,0,10,0,10,1
1873,1873,1,38,0,0,0,1,0,1,1
1874,1874,1,23,0,0,0,0,1,0,1
1875,1875,1,39,0,0,0,6,0,6,0
1876,1876,1,25,0,0,0,0,0,0,0
1877,1877,1,31,0,0,0,19,0,19,1
1878,1878,0,25,0,0,0,1,1,1,1
1879,1879,1,26,0,0,0,6,0,6,0
1880,1880,1,25,0,0,1,2,0,2,0
1881,1881,1,37,0,0,0,11,0,11,1
1882,1882,1,36,0,0,0,0,0,0,0
1883,1883,1,26,0,0,0,1,0,1,1
1884,1884,1,21,0,2,0,3,0,3,1
1885,1885,1,35,0,0,0,7,0,7,1
1886,1886,1,22,0,0,0,2,0,2,1
1887,1887,1,25,0,0,0,0,0,0,0
1888,1888,1,24,0,0,0,0,1,0,0
1889,1889,1,36,0,0,0,0,1,0,0
1890,1890,1,24,0,0,0,2,1,2,1
1891,1891,1,21,0,0,1,0,0,0,1
1892,1892,1,32,2,0,1,15,0,15,1
1893,1893,1,33,0,0,0,2,1,2,1
1894,1894,1,33,0,0,0,10,0,10,1
1895,1895,0,23,0,0,0,4,1,4,1
1896,1896,1,29,0,0,0,0,1,0,0
1897,1897,1,50,0,0,0,8,0,8,0
1898,1898,1,32,0,0,0,5,0,5,1
1899,1899,1,33,0,0,0,14,0,14,1
1900,1900,1,37,0,1,0,13,0,13,1
1901,1901,1,27,0,0,0,9,0,9,1
1902,1902,1,27,0,0,0,0,1,0,0
1903,1903,0,52,0,0,0,21,0,21,1
1904,1904,1,21,0,0,0,1,1,1,1
1905,1905,1,58,0,0,0,1,0,1,0
1906,1906,1,27,0,0,0,4,0,4,0
1907,1907,1,28,0,0,0,5,0,5,1
1908,1908,1,28,0,0,0,1,0,1,1
1909,1909,0,31,0,0,0,0,1,0,0
1910,1910,1,30,0,1,0,11,0,11,1
1911,1911,1,24,0,0,0,3,1,3,0
1912,1912,1,26,0,0,0,6,0,6,1
1913,1913,1,43,0,0,0,0,1,0,0
1914,1914,1,31,0,0,1,2,0,2,1
1915,1915,1,22,0,0,0,3,0,3,1
1916,1916,1,23,0,0,0,0,0,0,0
1917,1917,1,42,0,0,0,0,1,0,0
1918,1918,1,34,0,0,0,0,1,0,1
1919,1919,1,30,0,3,0,18,1,18,0
1920,1920,1,29,0,0,0,1,0,1,0
1921,1921,1,38,0,0,0,2,0,2,1
1922,1922,1,26,0,0,1,3,1,3,0
1923,1923,0,25,0,0,0,4,0,4,1
1924,1924,1,51,0,0,0,5,1,5,0
1925,1925,1,36,0,0,0,0,1,0,0
1926,1926,1,62,0,0,0,0,1,0,0
1927,1927,1,23,0,0,0,0,0,0,1
1928,1928,1,34,0,0,0,7,0,7,1
1929,1929,1,35,0,0,0,1,1,1,0
1930,1930,1,22,0,0,0,0,0,0,0
1931,1931,1,29,0,0,0,10,1,10,1
1932,1932,1,40,0,0,0,0,0,0,0
1933,1933,1,36,0,0,0,2,0,2,0
1934,1934,1,26,0,0,0,8,0,8,1
1935,1935,1,25,0,0,0,1,0,1,1
1936,1936,1,69,0,0,0,0,1,0,0
1937,1937,1,27,0,1,0,1,0,1,0
1938,1938,1,20,0,0,0,0,0,0,1
1939,1939,1,27,0,0,0,1,0,1,0
1940,1940,0,24,0,0,0,6,1,6,0
1941,1941,1,42,0,0,0,0,0,0,0
1942,1942,1,25,0,0,0,1,0,1,0
1943,1943,1,46,0,0,0,1,0,1,1
1944,1944,1,25,0,0,0,0,0,0,0
1945,1945,1,22,0,0,0,0,0,0,0
1946,1946,1,21,0,0,0,0,0,0,0
1947,1947,1,30,0,0,0,1,1,1,0
1948,1948,1,46,0,0,0,9,1,9,0
1949,1949,1,26,0,0,0,2,1,2,0
1950,1950,1,33,0,0,0,0,0,0,1
1951,1951,1,40,0,0,0,1,1,1,0
1952,1952,1,34,0,0,0,0,0,0,0
1953,1953,1,22,0,0,0,1,0,1,1
1954,1954,1,28,0,0,0,3,1,3,0
1955,1955,1,31,0,0,0,4,1,4,1
1956,1956,1,59,0,0,0,3,1,3,1
1957,1957,1,37,0,0,0,0,0,0,0
1958,1958,1,50,0,0,0,0,0,0,0
1959,1959,0,21,0,0,0,2,0,2,1
1960,1960,1,57,0,0,0,8,0,8,1
1961,1961,1,31,0,0,0,5,1,5,0
1962,1962,0,51,0,0,0,1,1,1,0
1963,1963,1,44,0,0,0,9,0,9,0
1964,1964,1,48,0,0,0,5,0,5,1
1965,1965,0,25,0,0,0,0,0,0,0
1966,1966,1,51,0,0,0,5,1,5,0
1967,1967,1,50,0,0,0,0,0,0,1
1968,1968,1,57,0,0,0,2,0,2,0
1969,1969,1,55,0,0,0,0,1,0,0
1970,1970,1,59,0,0,0,4,0,4,1
1971,1971,0,42,0,0,0,0,0,0,0
1972,1972,1,20,2,0,0,2,0,2,1
1973,1973,1,58,0,0,0,16,0,16,0
1974,1974,1,21,0,0,0,0,0,0,0
1975,1975,1,32,0,0,0,21,0,21,1
1976,1976,0,24,0,0,0,0,1,0,0
1977,1977,1,42,0,0,0,1,0,1,0
1978,1978,1,29,0,0,0,8,0,8,1
1979,1979,1,21,0,0,0,1,0,1,0
1980,1980,1,31,0,0,0,1,1,1,1
1981,1981,1,56,0,0,0,8,1,8,0
1982,1982,1,58,0,0,0,0,1,0,0
1983,1983,1,22,0,0,1,1,0,1,1
1984,1984,1,46,0,0,0,1,1,1,1
1985,1985,1,50,0,0,0,0,1,0,1
1986,1986,1,46,0,0,0,2,0,2,0
1987,1987,0,44,0,1,0,11,0,11,1
1988,1988,1,35,0,0,0,4,1,4,0
1989,1989,1,30,0,1,0,14,0,14,1
1990,1990,1,42,0,0,0,2,0,2,0
1991,1991,1,46,0,0,0,5,0,5,1
1992,1992,1,42,0,0,0,0,0,0,1
1993,1993,1,37,0,0,0,12,0,12,0
1994,1994,1,29,0,0,0,7,0,7,1
1995,1995,1,32,0,0,1,8,0,8,0
1996,1996,1,31,0,0,0,5,0,5,0
1997,1997,0,33,0,0,0,1,1,1,0
1998,1998,1,25,0,0,0,4,0,4,0
1999,1999,0,33,0,0,0,0,1,0,0
2000,2000,1,21,0,0,0,1,0,1,0
2001,2001,0,64,0,0,0,7,1,7,0
2002,2002,1,35,0,0,0,1,0,1,1
2003,2003,1,56,0,0,0,1,0,1,0
2004,2004,1,38,0,0,0,0,1,0,1
2005,2005,0,40,0,0,0,4,1,4,0
2006,2006,1,34,0,0,0,3,0,3,0
2007,2007,1,28,0,0,1,4,0,4,0
2008,2008,1,51,0,0,0,0,1,0,0
2009,2009,1,35,0,0,0,2,1,2,0
2010,2010,1,61,0,0,0,5,0,5,0
2011,2011,1,25,0,0,0,0,0,0,0
2012,2012,1,25,0,0,0,4,0,4,1
2013,2013,1,26,0,0,0,0,1,0,0
2014,2014,1,42,0,0,0,1,1,1,0
2015,2015,0,25,0,0,0,1,0,1,0
2016,2016,1,26,0,1,0,13,1,13,1
2017,2017,1,31,0,0,0,9,0,9,0
2018,2018,1,35,0,0,1,1,0,1,0
2019,2019,0,41,0,0,0,4,0,4,1
